nominal;data;curs;cdx
1.000;27.07.2012;"79,2768";јрм¤нский драм
1.000;26.07.2012;"80,6994";јрм¤нский драм
1.000;25.07.2012;"79,3011";јрм¤нский драм
1.000;24.07.2012;"78,6780";јрм¤нский драм
1.000;21.07.2012;"77,5037";јрм¤нский драм
1.000;20.07.2012;"77,8553";јрм¤нский драм
1.000;19.07.2012;"78,7463";јрм¤нский драм
1.000;18.07.2012;"78,9684";јрм¤нский драм
1.000;17.07.2012;"79,2729";јрм¤нский драм
1.000;14.07.2012;"79,4623";јрм¤нский драм
1.000;13.07.2012;"79,1238";јрм¤нский драм
1.000;12.07.2012;"79,1041";јрм¤нский драм
1.000;11.07.2012;"78,9830";јрм¤нский драм
1.000;10.07.2012;"78,7368";јрм¤нский драм
1.000;07.07.2012;"77,9546";јрм¤нский драм
1.000;06.07.2012;"77,5931";јрм¤нский драм
1.000;05.07.2012;"76,8652";јрм¤нский драм
1.000;04.07.2012;"77,5153";јрм¤нский драм
1.000;03.07.2012;"77,8199";јрм¤нский драм
1.000;30.06.2012;"78,5093";јрм¤нский драм
1.000;29.06.2012;"78,8067";јрм¤нский драм
1.000;28.06.2012;"78,7492";јрм¤нский драм
1.000;27.06.2012;"79,5044";јрм¤нский драм
1.000;26.06.2012;"79,1630";јрм¤нский драм
1.000;23.06.2012;"80,0456";јрм¤нский драм
1.000;22.06.2012;"78,7682";јрм¤нский драм
1.000;21.06.2012;"78,0711";јрм¤нский драм
1.000;20.06.2012;"78,2948";јрм¤нский драм
1.000;19.06.2012;"77,4253";јрм¤нский драм
1.000;16.06.2012;"77,8714";јрм¤нский драм
1.000;15.06.2012;"78,3091";јрм¤нский драм
1.000;14.06.2012;"79,3530";јрм¤нский драм
1.000;10.06.2012;"79,0448";јрм¤нский драм
1.000;09.06.2012;"79,3595";јрм¤нский драм
1.000;08.06.2012;"77,8530";јрм¤нский драм
1.000;07.06.2012;"79,1047";јрм¤нский драм
1.000;06.06.2012;"81,1243";јрм¤нский драм
1.000;05.06.2012;"83,8928";јрм¤нский драм
1.000;02.06.2012;"82,9973";јрм¤нский драм
1.000;01.06.2012;"81,1270";јрм¤нский драм
1.000;31.05.2012;"79,9776";јрм¤нский драм
1.000;30.05.2012;"78,7387";јрм¤нский драм
1.000;29.05.2012;"78,1031";јрм¤нский драм
1.000;26.05.2012;"77,8363";јрм¤нский драм
1.000;25.05.2012;"78,2790";јрм¤нский драм
1.000;24.05.2012;"78,1333";јрм¤нский драм
1.000;23.05.2012;"77,2746";јрм¤нский драм
1.000;22.05.2012;"77,8955";јрм¤нский драм
1.000;19.05.2012;"78,9242";јрм¤нский драм
1.000;18.05.2012;"77,9388";јрм¤нский драм
1.000;17.05.2012;"77,8042";јрм¤нский драм
1.000;16.05.2012;"76,4941";јрм¤нский драм
1.000;15.05.2012;"76,6208";јрм¤нский драм
1.000;13.05.2012;"76,6945";јрм¤нский драм
1.000;12.05.2012;"76,8249";јрм¤нский драм
1.000;11.05.2012;"76,7194";јрм¤нский драм
1.000;06.05.2012;"75,9911";јрм¤нский драм
1.000;05.05.2012;"75,4941";јрм¤нский драм
1.000;04.05.2012;"75,1607";јрм¤нский драм
1.000;03.05.2012;"74,9255";јрм¤нский драм
1.000;29.04.2012;"74,8094";јрм¤нский драм
1.000;28.04.2012;"75,0119";јрм¤нский драм
1.000;27.04.2012;"74,5436";јрм¤нский драм
1.000;26.04.2012;"74,6400";јрм¤нский драм
1.000;25.04.2012;"75,0443";јрм¤нский драм
1.000;24.04.2012;"75,1287";јрм¤нский драм
1.000;21.04.2012;"75,1181";јрм¤нский драм
1.000;20.04.2012;"74,9992";јрм¤нский драм
1.000;19.04.2012;"75,1536";јрм¤нский драм
1.000;18.04.2012;"75,5078";јрм¤нский драм
1.000;17.04.2012;"75,8252";јрм¤нский драм
1.000;14.04.2012;"75,1814";јрм¤нский драм
1.000;13.04.2012;"75,4311";јрм¤нский драм
1.000;12.04.2012;"76,0773";јрм¤нский драм
1.000;11.04.2012;"75,6983";јрм¤нский драм
1.000;10.04.2012;"75,6981";јрм¤нский драм
1.000;07.04.2012;"75,3468";јрм¤нский драм
1.000;06.04.2012;"75,2693";јрм¤нский драм
1.000;05.04.2012;"75,2647";јрм¤нский драм
1.000;04.04.2012;"74,8261";јрм¤нский драм
1.000;03.04.2012;"75,0106";јрм¤нский драм
1.000;31.03.2012;"75,0082";јрм¤нский драм
1.000;30.03.2012;"75,0424";јрм¤нский драм
1.000;29.03.2012;"74,5279";јрм¤нский драм
1.000;28.03.2012;"74,3178";јрм¤нский драм
1.000;27.03.2012;"75,2409";јрм¤нский драм
1.000;24.03.2012;"75,8808";јрм¤нский драм
1.000;23.03.2012;"75,3729";јрм¤нский драм
1.000;22.03.2012;"75,2781";јрм¤нский драм
1.000;21.03.2012;"75,0713";јрм¤нский драм
1.000;20.03.2012;"75,2185";јрм¤нский драм
1.000;17.03.2012;"75,4699";јрм¤нский драм
1.000;16.03.2012;"75,9735";јрм¤нский драм
1.000;15.03.2012;"75,6731";јрм¤нский драм
1.000;14.03.2012;"75,6644";јрм¤нский драм
1.000;13.03.2012;"76,0682";јрм¤нский драм
1.000;12.03.2012;"75,7451";јрм¤нский драм
1.000;08.03.2012;"76,2522";јрм¤нский драм
1.000;07.03.2012;"75,7090";јрм¤нский драм
1.000;06.03.2012;"75,2936";јрм¤нский драм
1.000;03.03.2012;"75,3111";јрм¤нский драм
1.000;02.03.2012;"75,2928";јрм¤нский драм
1.000;01.03.2012;"74,6152";јрм¤нский драм
1.000;29.02.2012;"74,4224";јрм¤нский драм
1.000;28.02.2012;"74,9714";јрм¤нский драм
1.000;25.02.2012;"75,7044";јрм¤нский драм
1.000;23.02.2012;"76,5275";јрм¤нский драм
1.000;22.02.2012;"76,5542";јрм¤нский драм
1.000;21.02.2012;"76,5566";јрм¤нский драм
1.000;18.02.2012;"77,1162";јрм¤нский драм
1.000;17.02.2012;"77,5605";јрм¤нский драм
1.000;16.02.2012;"76,9769";јрм¤нский драм
1.000;15.02.2012;"77,4435";јрм¤нский драм
1.000;14.02.2012;"76,9300";јрм¤нский драм
1.000;11.02.2012;"76,9429";јрм¤нский драм
1.000;10.02.2012;"76,3951";јрм¤нский драм
1.000;09.02.2012;"76,4299";јрм¤нский драм
1.000;08.02.2012;"77,4443";јрм¤нский драм
1.000;07.02.2012;"77,7682";јрм¤нский драм
1.000;04.02.2012;"77,8340";јрм¤нский драм
1.000;03.02.2012;"77,9987";јрм¤нский драм
1.000;02.02.2012;"78,2669";јрм¤нский драм
1.000;01.02.2012;"78,3284";јрм¤нский драм
1.000;31.01.2012;"78,1588";јрм¤нский драм
1.000;28.01.2012;"78,1534";јрм¤нский драм
1.000;27.01.2012;"78,1467";јрм¤нский драм
1.000;26.01.2012;"79,0896";јрм¤нский драм
1.000;25.01.2012;"79,4728";јрм¤нский драм
1.000;24.01.2012;"80,6499";јрм¤нский драм
1.000;21.01.2012;"80,5351";јрм¤нский драм
1.000;20.01.2012;"81,0237";јрм¤нский драм
1.000;19.01.2012;"81,4008";јрм¤нский драм
1.000;18.01.2012;"81,0913";јрм¤нский драм
1.000;17.01.2012;"82,0936";јрм¤нский драм
1.000;14.01.2012;"81,1902";јрм¤нский драм
1.000;13.01.2012;"81,5462";јрм¤нский драм
1.000;12.01.2012;"81,7770";јрм¤нский драм
1.000;11.01.2012;"82,8944";јрм¤нский драм
1.000;31.12.2011;"83,7350";јрм¤нский драм
1.000;30.12.2011;"83,2762";јрм¤нский драм
1.000;29.12.2011;"82,0892";јрм¤нский драм
1.000;28.12.2011;"80,8445";јрм¤нский драм
1.000;27.12.2011;"81,2135";јрм¤нский драм
1.000;24.12.2011;"81,8259";јрм¤нский драм
1.000;23.12.2011;"82,6267";јрм¤нский драм
1.000;22.12.2011;"83,2621";јрм¤нский драм
1.000;21.12.2011;"83,9055";јрм¤нский драм
1.000;20.12.2011;"83,8542";јрм¤нский драм
1.000;17.12.2011;"83,1678";јрм¤нский драм
1.000;16.12.2011;"83,4966";јрм¤нский драм
1.000;15.12.2011;"83,1558";јрм¤нский драм
1.000;14.12.2011;"82,9068";јрм¤нский драм
1.000;13.12.2011;"81,8057";јрм¤нский драм
1.000;10.12.2011;"82,2112";јрм¤нский драм
1.000;09.12.2011;"81,3302";јрм¤нский драм
1.000;08.12.2011;"81,0213";јрм¤нский драм
1.000;07.12.2011;"81,1020";јрм¤нский драм
1.000;06.12.2011;"81,0670";јрм¤нский драм
1.000;03.12.2011;"80,8129";јрм¤нский драм
1.000;02.12.2011;"80,9144";јрм¤нский драм
1.000;01.12.2011;"82,1992";јрм¤нский драм
1.000;30.11.2011;"81,7796";јрм¤нский драм
1.000;29.11.2011;"81,8013";јрм¤нский драм
1.000;26.11.2011;"82,2365";јрм¤нский драм
1.000;25.11.2011;"82,0796";јрм¤нский драм
1.000;24.11.2011;"81,2846";јрм¤нский драм
1.000;23.11.2011;"80,8885";јрм¤нский драм
1.000;22.11.2011;"80,6492";јрм¤нский драм
1.000;19.11.2011;"80,5182";јрм¤нский драм
1.000;18.11.2011;"80,0357";јрм¤нский драм
1.000;17.11.2011;"80,3169";јрм¤нский драм
1.000;16.11.2011;"79,6364";јрм¤нский драм
1.000;15.11.2011;"78,8857";јрм¤нский драм
1.000;12.11.2011;"79,5005";јрм¤нский драм
1.000;11.11.2011;"80,5363";јрм¤нский драм
1.000;10.11.2011;"79,3236";јрм¤нский драм
1.000;09.11.2011;"80,3726";јрм¤нский драм
1.000;08.11.2011;"80,5518";јрм¤нский драм
1.000;04.11.2011;"81,4896";јрм¤нский драм
1.000;03.11.2011;"81,0647";јрм¤нский драм
1.000;02.11.2011;"80,8570";јрм¤нский драм
1.000;01.11.2011;"79,5892";јрм¤нский драм
1.000;29.10.2011;"78,9900";јрм¤нский драм
1.000;28.10.2011;"80,6456";јрм¤нский драм
1.000;27.10.2011;"80,8815";јрм¤нский драм
1.000;26.10.2011;"81,3256";јрм¤нский драм
1.000;25.10.2011;"81,5921";јрм¤нский драм
1.000;22.10.2011;"83,5629";јрм¤нский драм
1.000;21.10.2011;"83,6768";јрм¤нский драм
1.000;20.10.2011;"82,4685";јрм¤нский драм
1.000;19.10.2011;"82,5851";јрм¤нский драм
1.000;18.10.2011;"81,9653";јрм¤нский драм
1.000;15.10.2011;"82,7959";јрм¤нский драм
1.000;14.10.2011;"83,2037";јрм¤нский драм
1.000;13.10.2011;"83,7736";јрм¤нский драм
1.000;12.10.2011;"83,8053";јрм¤нский драм
1.000;11.10.2011;"85,1319";јрм¤нский драм
1.000;08.10.2011;"85,8680";јрм¤нский драм
1.000;07.10.2011;"86,6893";јрм¤нский драм
1.000;06.10.2011;"87,0331";јрм¤нский драм
1.000;05.10.2011;"87,1464";јрм¤нский драм
1.000;04.10.2011;"87,1364";јрм¤нский драм
1.000;01.10.2011;"86,0858";јрм¤нский драм
1.000;30.09.2011;"85,6858";јрм¤нский драм
1.000;29.09.2011;"85,8785";јрм¤нский драм
1.000;28.09.2011;"86,7297";јрм¤нский драм
1.000;27.09.2011;"87,3806";јрм¤нский драм
1.000;24.09.2011;"85,8511";јрм¤нский драм
1.000;23.09.2011;"85,3225";јрм¤нский драм
1.000;22.09.2011;"83,9898";јрм¤нский драм
1.000;21.09.2011;"84,2139";јрм¤нский драм
1.000;20.09.2011;"82,5348";јрм¤нский драм
1.000;17.09.2011;"81,5295";јрм¤нский драм
1.000;16.09.2011;"81,4531";јрм¤нский драм
1.000;15.09.2011;"81,0796";јрм¤нский драм
1.000;14.09.2011;"80,9308";јрм¤нский драм
1.000;13.09.2011;"81,2424";јрм¤нский драм
1.000;10.09.2011;"79,5989";јрм¤нский драм
1.000;09.09.2011;"79,0925";јрм¤нский драм
1.000;08.09.2011;"79,7041";јрм¤нский драм
1.000;07.09.2011;"80,0289";јрм¤нский драм
1.000;06.09.2011;"79,9553";јрм¤нский драм
1.000;03.09.2011;"79,1837";јрм¤нский драм
1.000;02.09.2011;"78,7223";јрм¤нский драм
1.000;01.09.2011;"78,8223";јрм¤нский драм
1.000;31.08.2011;"78,6292";јрм¤нский драм
1.000;30.08.2011;"78,2311";јрм¤нский драм
1.000;27.08.2011;"78,6695";јрм¤нский драм
1.000;26.08.2011;"78,6989";јрм¤нский драм
1.000;25.08.2011;"78,7567";јрм¤нский драм
1.000;24.08.2011;"78,8956";јрм¤нский драм
1.000;23.08.2011;"79,7153";јрм¤нский драм
1.000;20.08.2011;"79,7572";јрм¤нский драм
1.000;19.08.2011;"78,9932";јрм¤нский драм
1.000;18.08.2011;"78,0984";јрм¤нский драм
1.000;17.08.2011;"78,0508";јрм¤нский драм
1.000;16.08.2011;"78,4707";јрм¤нский драм
1.000;13.08.2011;"80,0685";јрм¤нский драм
1.000;12.08.2011;"79,9918";јрм¤нский драм
1.000;11.08.2011;"78,3073";јрм¤нский драм
1.000;10.08.2011;"78,6015";јрм¤нский драм
1.000;09.08.2011;"76,2084";јрм¤нский драм
1.000;06.08.2011;"75,7200";јрм¤нский драм
1.000;05.08.2011;"74,3973";јрм¤нский драм
1.000;04.08.2011;"74,5480";јрм¤нский драм
1.000;03.08.2011;"74,3230";јрм¤нский драм
1.000;02.08.2011;"73,5348";јрм¤нский драм
1.000;30.07.2011;"73,9602";јрм¤нский драм
1.000;29.07.2011;"73,7226";јрм¤нский драм
1.000;28.07.2011;"73,3304";јрм¤нский драм
1.000;27.07.2011;"73,6032";јрм¤нский драм
1.000;26.07.2011;"74,1251";јрм¤нский драм
1.000;23.07.2011;"74,0599";јрм¤нский драм
1.000;22.07.2011;"74,5705";јрм¤нский драм
1.000;21.07.2011;"74,9408";јрм¤нский драм
1.000;20.07.2011;"75,2184";јрм¤нский драм
1.000;19.07.2011;"75,2906";јрм¤нский драм
1.000;16.07.2011;"75,1575";јрм¤нский драм
1.000;15.07.2011;"74,9793";јрм¤нский драм
1.000;14.07.2011;"75,4995";јрм¤нский драм
1.000;13.07.2011;"75,8429";јрм¤нский драм
1.000;12.07.2011;"75,0405";јрм¤нский драм
1.000;09.07.2011;"74,5170";јрм¤нский драм
1.000;08.07.2011;"74,7770";јрм¤нский драм
1.000;07.07.2011;"74,5242";јрм¤нский драм
1.000;06.07.2011;"74,4481";јрм¤нский драм
1.000;05.07.2011;"74,2918";јрм¤нский драм
1.000;02.07.2011;"74,4251";јрм¤нский драм
1.000;01.07.2011;"74,4759";јрм¤нский драм
1.000;30.06.2011;"75,0188";јрм¤нский драм
1.000;29.06.2011;"75,4448";јрм¤нский драм
1.000;28.06.2011;"76,4092";јрм¤нский драм
1.000;25.06.2011;"75,2585";јрм¤нский драм
1.000;24.06.2011;"74,9681";јрм¤нский драм
1.000;23.06.2011;"74,5384";јрм¤нский драм
1.000;22.06.2011;"74,8478";јрм¤нский драм
1.000;21.06.2011;"75,0921";јрм¤нский драм
1.000;18.06.2011;"75,0907";јрм¤нский драм
1.000;17.06.2011;"75,1233";јрм¤нский драм
1.000;16.06.2011;"74,3142";јрм¤нский драм
1.000;15.06.2011;"74,3214";јрм¤нский драм
1.000;11.06.2011;"73,7643";јрм¤нский драм
1.000;10.06.2011;"73,7280";јрм¤нский драм
1.000;09.06.2011;"73,6785";јрм¤нский драм
1.000;08.06.2011;"73,9359";јрм¤нский драм
1.000;07.06.2011;"74,0179";јрм¤нский драм
1.000;04.06.2011;"74,2841";јрм¤нский драм
1.000;03.06.2011;"74,7286";јрм¤нский драм
1.000;02.06.2011;"74,5322";јрм¤нский драм
1.000;01.06.2011;"74,5650";јрм¤нский драм
1.000;31.05.2011;"74,7995";јрм¤нский драм
1.000;28.05.2011;"74,9276";јрм¤нский драм
1.000;27.05.2011;"75,2245";јрм¤нский драм
1.000;26.05.2011;"75,8945";јрм¤нский драм
1.000;25.05.2011;"75,5801";јрм¤нский драм
1.000;24.05.2011;"75,5278";јрм¤нский драм
1.000;21.05.2011;"74,3891";јрм¤нский драм
1.000;20.05.2011;"74,5125";јрм¤нский драм
1.000;19.05.2011;"74,7411";јрм¤нский драм
1.000;18.05.2011;"74,9306";јрм¤нский драм
1.000;17.05.2011;"74,9420";јрм¤нский драм
1.000;14.05.2011;"74,2164";јрм¤нский драм
1.000;13.05.2011;"74,4762";јрм¤нский драм
1.000;12.05.2011;"73,6277";јрм¤нский драм
1.000;11.05.2011;"74,2558";јрм¤нский драм
1.000;07.05.2011;"73,7202";јрм¤нский драм
1.000;06.05.2011;"72,6516";јрм¤нский драм
1.000;05.05.2011;"72,9314";јрм¤нский драм
1.000;04.05.2011;"72,8442";јрм¤нский драм
1.000;30.04.2011;"73,2903";јрм¤нский драм
1.000;29.04.2011;"73,2783";јрм¤нский драм
1.000;28.04.2011;"73,8558";јрм¤нский драм
1.000;27.04.2011;"74,3408";јрм¤нский драм
1.000;26.04.2011;"76,0147";јрм¤нский драм
1.000;23.04.2011;"75,8713";јрм¤нский драм
1.000;22.04.2011;"75,8718";јрм¤нский драм
1.000;21.04.2011;"76,4310";јрм¤нский драм
1.000;20.04.2011;"77,1794";јрм¤нский драм
1.000;19.04.2011;"76,4796";јрм¤нский драм
1.000;16.04.2011;"76,6360";јрм¤нский драм
1.000;15.04.2011;"76,5475";јрм¤нский драм
1.000;14.04.2011;"76,3462";јрм¤нский драм
1.000;13.04.2011;"76,4307";јрм¤нский драм
1.000;12.04.2011;"75,9696";јрм¤нский драм
1.000;09.04.2011;"75,3917";јрм¤нский драм
1.000;08.04.2011;"76,6561";јрм¤нский драм
1.000;07.04.2011;"76,6229";јрм¤нский драм
1.000;06.04.2011;"76,8807";јрм¤нский драм
1.000;05.04.2011;"76,6536";јрм¤нский драм
1.000;02.04.2011;"77,0357";јрм¤нский драм
1.000;01.04.2011;"77,4371";јрм¤нский драм
1.000;31.03.2011;"77,2003";јрм¤нский драм
1.000;30.03.2011;"76,9684";јрм¤нский драм
1.000;29.03.2011;"77,1514";јрм¤нский драм
1.000;26.03.2011;"76,6428";јрм¤нский драм
1.000;25.03.2011;"77,1780";јрм¤нский драм
1.000;24.03.2011;"76,6125";јрм¤нский драм
1.000;23.03.2011;"76,3038";јрм¤нский драм
1.000;22.03.2011;"76,8767";јрм¤нский драм
1.000;19.03.2011;"77,1715";јрм¤нский драм
1.000;18.03.2011;"77,8921";јрм¤нский драм
1.000;17.03.2011;"77,6645";јрм¤нский драм
1.000;16.03.2011;"78,3267";јрм¤нский драм
1.000;15.03.2011;"78,1568";јрм¤нский драм
1.000;12.03.2011;"78,0687";јрм¤нский драм
1.000;11.03.2011;"77,5340";јрм¤нский драм
1.000;10.03.2011;"77,1493";јрм¤нский драм
1.000;06.03.2011;"77,0772";јрм¤нский драм
1.000;05.03.2011;"76,8589";јрм¤нский драм
1.000;04.03.2011;"77,2264";јрм¤нский драм
1.000;03.03.2011;"78,0578";јрм¤нский драм
1.000;02.03.2011;"78,4636";јрм¤нский драм
1.000;01.03.2011;"79,4360";јрм¤нский драм
1.000;26.02.2011;"79,5396";јрм¤нский драм
1.000;25.02.2011;"80,1459";јрм¤нский драм
1.000;23.02.2011;"80,4889";јрм¤нский драм
1.000;22.02.2011;"80,1289";јрм¤нский драм
1.000;19.02.2011;"80,4136";јрм¤нский драм
1.000;18.02.2011;"80,3757";јрм¤нский драм
1.000;17.02.2011;"80,4549";јрм¤нский драм
1.000;16.02.2011;"80,4865";јрм¤нский драм
1.000;15.02.2011;"80,3248";јрм¤нский драм
1.000;12.02.2011;"80,4942";јрм¤нский драм
1.000;11.02.2011;"80,7013";јрм¤нский драм
1.000;10.02.2011;"80,7190";јрм¤нский драм
1.000;09.02.2011;"80,3157";јрм¤нский драм
1.000;08.02.2011;"80,4958";јрм¤нский драм
1.000;05.02.2011;"80,6128";јрм¤нский драм
1.000;04.02.2011;"80,2211";јрм¤нский драм
1.000;03.02.2011;"80,4647";јрм¤нский драм
1.000;02.02.2011;"81,3329";јрм¤нский драм
1.000;01.02.2011;"81,9857";јрм¤нский драм
1.000;29.01.2011;"81,6210";јрм¤нский драм
1.000;28.01.2011;"82,0852";јрм¤нский драм
1.000;27.01.2011;"81,6933";јрм¤нский драм
1.000;26.01.2011;"81,7416";јрм¤нский драм
1.000;25.01.2011;"81,4505";јрм¤нский драм
1.000;22.01.2011;"81,6823";јрм¤нский драм
1.000;21.01.2011;"81,0213";јрм¤нский драм
1.000;20.01.2011;"81,0467";јрм¤нский драм
1.000;19.01.2011;"81,6838";јрм¤нский драм
1.000;18.01.2011;"82,2367";јрм¤нский драм
1.000;15.01.2011;"81,9591";јрм¤нский драм
1.000;14.01.2011;"82,5699";јрм¤нский драм
1.000;13.01.2011;"83,4559";јрм¤нский драм
1.000;12.01.2011;"84,2022";јрм¤нский драм
1.000;01.01.2011;"83,7833";јрм¤нский драм
1.000;31.12.2010;"84,1322";јрм¤нский драм
1.000;30.12.2010;"83,8073";јрм¤нский драм
1.000;29.12.2010;"83,7400";јрм¤нский драм
1.000;28.12.2010;"84,2310";јрм¤нский драм
1.000;25.12.2010;"85,1749";јрм¤нский драм
1.000;24.12.2010;"85,2150";јрм¤нский драм
1.000;23.12.2010;"85,7465";јрм¤нский драм
1.000;22.12.2010;"85,8067";јрм¤нский драм
1.000;21.12.2010;"85,4850";јрм¤нский драм
1.000;18.12.2010;"84,7188";јрм¤нский драм
1.000;17.12.2010;"84,9525";јрм¤нский драм
1.000;16.12.2010;"84,9790";јрм¤нский драм
1.000;15.12.2010;"85,7593";јрм¤нский драм
1.000;14.12.2010;"86,1941";јрм¤нский драм
1.000;11.12.2010;"86,0820";јрм¤нский драм
1.000;10.12.2010;"86,4243";јрм¤нский драм
1.000;09.12.2010;"87,1492";јрм¤нский драм
1.000;08.12.2010;"87,0957";јрм¤нский драм
1.000;07.12.2010;"87,2711";јрм¤нский драм
1.000;04.12.2010;"87,2081";јрм¤нский драм
1.000;03.12.2010;"87,4527";јрм¤нский драм
1.000;02.12.2010;"87,7420";јрм¤нский драм
1.000;01.12.2010;"87,4017";јрм¤нский драм
1.000;30.11.2010;"87,3252";јрм¤нский драм
1.000;27.11.2010;"87,4586";јрм¤нский драм
1.000;26.11.2010;"86,7800";јрм¤нский драм
1.000;25.11.2010;"86,5640";јрм¤нский драм
1.000;24.11.2010;"86,4846";јрм¤нский драм
1.000;23.11.2010;"85,9778";јрм¤нский драм
1.000;20.11.2010;"86,0890";јрм¤нский драм
1.000;19.11.2010;"86,7869";јрм¤нский драм
1.000;18.11.2010;"86,9589";јрм¤нский драм
1.000;17.11.2010;"85,9682";јрм¤нский драм
1.000;16.11.2010;"85,1399";јрм¤нский драм
1.000;14.11.2010;"85,0797";јрм¤нский драм
1.000;13.11.2010;"84,7136";јрм¤нский драм
1.000;12.11.2010;"83,5337";јрм¤нский драм
1.000;11.11.2010;"85,0797";јрм¤нский драм
1.000;10.11.2010;"85,5473";јрм¤нский драм
1.000;09.11.2010;"85,3857";јрм¤нский драм
1.000;04.11.2010;"86,1930";јрм¤нский драм
1.000;03.11.2010;"86,2580";јрм¤нский драм
1.000;02.11.2010;"86,2011";јрм¤нский драм
1.000;30.10.2010;"86,2244";јрм¤нский драм
1.000;29.10.2010;"85,5749";јрм¤нский драм
1.000;28.10.2010;"85,2669";јрм¤нский драм
1.000;27.10.2010;"84,5619";јрм¤нский драм
1.000;26.10.2010;"84,0773";јрм¤нский драм
1.000;23.10.2010;"84,7747";јрм¤нский драм
1.000;22.10.2010;"85,3744";јрм¤нский драм
1.000;21.10.2010;"85,4280";јрм¤нский драм
1.000;20.10.2010;"84,3692";јрм¤нский драм
1.000;19.10.2010;"84,7881";јрм¤нский драм
1.000;16.10.2010;"83,5626";јрм¤нский драм
1.000;15.10.2010;"82,9127";јрм¤нский драм
1.000;14.10.2010;"83,5119";јрм¤нский драм
1.000;13.10.2010;"83,2562";јрм¤нский драм
1.000;12.10.2010;"82,5791";јрм¤нский драм
1.000;09.10.2010;"83,0794";јрм¤нский драм
1.000;08.10.2010;"82,3150";јрм¤нский драм
1.000;07.10.2010;"83,0935";јрм¤нский драм
1.000;06.10.2010;"84,4858";јрм¤нский драм
1.000;05.10.2010;"84,6523";јрм¤нский драм
1.000;02.10.2010;"84,6308";јрм¤нский драм
1.000;01.10.2010;"84,6397";јрм¤нский драм
1.000;30.09.2010;"83,9862";јрм¤нский драм
1.000;29.09.2010;"84,3011";јрм¤нский драм
1.000;28.09.2010;"84,3884";јрм¤нский драм
1.000;25.09.2010;"85,3738";јрм¤нский драм
1.000;24.09.2010;"85,5258";јрм¤нский драм
1.000;23.09.2010;"85,2341";јрм¤нский драм
1.000;22.09.2010;"85,5648";јрм¤нский драм
1.000;21.09.2010;"85,2881";јрм¤нский драм
1.000;18.09.2010;"85,3332";јрм¤нский драм
1.000;17.09.2010;"85,3433";јрм¤нский драм
1.000;16.09.2010;"84,6268";јрм¤нский драм
1.000;15.09.2010;"84,5865";јрм¤нский драм
1.000;14.09.2010;"84,5264";јрм¤нский драм
1.000;11.09.2010;"84,9311";јрм¤нский драм
1.000;10.09.2010;"84,6030";јрм¤нский драм
1.000;09.09.2010;"84,6807";јрм¤нский драм
1.000;08.09.2010;"84,4283";јрм¤нский драм
1.000;07.09.2010;"83,6583";јрм¤нский драм
1.000;04.09.2010;"83,7441";јрм¤нский драм
1.000;03.09.2010;"83,8983";јрм¤нский драм
1.000;02.09.2010;"84,3261";јрм¤нский драм
1.000;01.09.2010;"84,9158";јрм¤нский драм
1.000;31.08.2010;"84,0110";јрм¤нский драм
1.000;28.08.2010;"83,9286";јрм¤нский драм
1.000;27.08.2010;"83,7573";јрм¤нский драм
1.000;26.08.2010;"84,0702";јрм¤нский драм
1.000;25.08.2010;"83,9752";јрм¤нский драм
1.000;24.08.2010;"83,9619";јрм¤нский драм
1.000;21.08.2010;"83,4174";јрм¤нский драм
1.000;20.08.2010;"82,9506";јрм¤нский драм
1.000;19.08.2010;"82,7347";јрм¤нский драм
1.000;18.08.2010;"82,8610";јрм¤нский драм
1.000;17.08.2010;"83,0473";јрм¤нский драм
1.000;14.08.2010;"82,7190";јрм¤нский драм
1.000;13.08.2010;"82,8552";јрм¤нский драм
1.000;12.08.2010;"82,0788";јрм¤нский драм
1.000;11.08.2010;"82,0886";јрм¤нский драм
1.000;10.08.2010;"81,8069";јрм¤нский драм
1.000;07.08.2010;"81,7853";јрм¤нский драм
1.000;06.08.2010;"81,4269";јрм¤нский драм
1.000;05.08.2010;"81,2428";јрм¤нский драм
1.000;04.08.2010;"81,5459";јрм¤нский драм
1.000;03.08.2010;"81,9718";јрм¤нский драм
1.000;31.07.2010;"81,4761";јрм¤нский драм
1.000;30.07.2010;"81,4482";јрм¤нский драм
1.000;29.07.2010;"81,5843";јрм¤нский драм
1.000;28.07.2010;"81,7273";јрм¤нский драм
1.000;27.07.2010;"82,3386";јрм¤нский драм
1.000;24.07.2010;"82,7899";јрм¤нский драм
1.000;23.07.2010;"83,4463";јрм¤нский драм
1.000;22.07.2010;"83,3038";јрм¤нский драм
1.000;21.07.2010;"83,5324";јрм¤нский драм
1.000;20.07.2010;"84,2837";јрм¤нский драм
1.000;17.07.2010;"83,9160";јрм¤нский драм
1.000;16.07.2010;"83,7312";јрм¤нский драм
1.000;15.07.2010;"83,4399";јрм¤нский драм
1.000;14.07.2010;"84,2438";јрм¤нский драм
1.000;13.07.2010;"84,5511";јрм¤нский драм
1.000;10.07.2010;"84,4864";јрм¤нский драм
1.000;09.07.2010;"84,2120";јрм¤нский драм
1.000;08.07.2010;"84,3750";јрм¤нский драм
1.000;07.07.2010;"84,2014";јрм¤нский драм
1.000;06.07.2010;"84,3154";јрм¤нский драм
1.000;03.07.2010;"84,4799";јрм¤нский драм
1.000;02.07.2010;"85,3614";јрм¤нский драм
1.000;01.07.2010;"85,2226";јрм¤нский драм
